"","Earnings"
"8870",40.776
"8871",31.281
"8872",32.405
"8873",37.356
"8874",34.597
"8875",29.125
"8876",36.295
"8877",35.461
"8878",33.299
"8879",32.612
"8880",29.535
"8881",39.162
"8882",31.274
"8883",33.436
"8884",28.153
"8885",27.532
"8886",40.2
"8887",32.182
"8888",28.664
"8889",29.683
"8890",37.678
"8891",38.9
"8892",34.903
"8893",39.048
"8894",27.949
"8895",39.964
"8896",29.689
"8897",32.098
"8898",39.763
"8899",32.475
"8900",35.04
"8901",29.932
"8902",39.736
"8903",40.522
"8904",36.89
"8905",40.47
"8906",30.394
"8907",35.738
"8908",39.304
"8909",39.995
"8910",40.401
"8911",34.918
"8912",28.94
"8913",38.867
"8914",39.821
"8915",36.086
"8916",33.887
"8917",28.827
"8918",32.621
"8919",27.41
"8920",39.565
"8921",30.229
"8922",37.458
"8923",27.471
"8924",35.893
"8925",40.667
"8926",34.019
"8927",38.485
"8928",38.083
"8929",38.212
"8930",35.21
"8931",40.353
"8932",31.529
"8933",41.004
"8934",40.408
"8935",30.759
"8936",30.238
"8937",28.179
"8938",35.501
"8939",34.181
"8940",39.161
"8941",29.957
"8942",31.327
"8943",36.504
"8944",37.529
"8945",37.264
"8946",31.073
"8947",39.92
"8948",38.564
"8949",39.683
"8950",40.078
"8951",39.745
"8952",38.245
"8953",33.019
"8954",32.826
"8955",33.747
"8956",38.929
"8957",27.705
"8958",30.273
"8959",33.443
"8960",35.613
"8961",34.971
"8962",29.329
"8963",33.861
"8964",38.339
"8965",28.573
"8966",35.767
"8967",32.154
"8968",29.501
"8969",27.42
"8970",30.635
"8971",30.548
"8972",28.992
"8973",34.675
"8974",40.923
"8975",29.334
"8976",32.074
"8977",30.02
"8978",33.249
"8979",36.843
"8980",32.135
"8981",28.2
"8982",31.226
"8983",32.178
"8984",28.529
"8985",29.231
"8986",36.774
"8987",33.967
"8988",30.51
"8989",29.027
"8990",29.833
"8991",40.182
"8992",35.788
"8993",38.12
"8994",27.524
"8995",41.176
"8996",37.329
"8997",32.599
"8998",27.852
"8999",35.356
"9000",35.856
"9001",53.601
"9002",55.896
"9003",56.116
"9004",41.741
"9005",41.338
"9006",55.103
"9007",55.437
"9008",53.137
"9009",43.684
"9010",50.745
"9011",50.717
"9012",51.295
"9013",42.902
"9014",50.804
"9015",55.867
"9016",45.859
"9017",48.132
"9018",43.467
"9019",49.588
"9020",55.514
"9021",50.783
"9022",54.96
"9023",51.698
"9024",42.67
"9025",48.842
"9026",44.949
"9027",47.303
"9028",48.808
"9029",48.901
"9030",49.613
"9031",54.949
"9032",53.192
"9033",52.546
"9034",53.026
"9035",51.195
"9036",49.173
"9037",55.972
"9038",48.65
"9039",52.841
"9040",47.588
"9041",54.66
"9042",46.363
"9043",53.905
"9044",51.766
"9045",54.188
"9046",49.837
"9047",47.692
"9048",45.324
"9049",43.144
"9050",44.296
"9051",56.006
"9052",45.992
"9053",45.869
"9054",44.885
"9055",53.079
"9056",54.208
"9057",54.958
"9058",47.707
"9059",46.998
"9060",52.323
"9061",48.121
"9062",54.409
"9063",46.389
"9064",54.566
"9065",53.701
"9066",54.298
"9067",50.986
"9068",43.97
"9069",41.572
"9070",50.949
"9071",43.682
"9072",51.494
"9073",56.088
"9074",54.479
"9075",51.078
"9076",41.404
"9077",51.151
"9078",49.086
"9079",43.862
"9080",48.413
"9081",51.172
"9082",53.43
"9083",49.512
"9084",55.348
"9085",49.046
"9086",46.094
"9087",52.864
"9088",54.518
"9089",51.697
"9090",41.599
"9091",53.06
"9092",44.79
"9093",55.738
"9094",52.95
"9095",47.076
"9096",53.776
"9097",54.634
"9098",49.603
"9099",45.335
"9100",52.407
"9101",42.262
"9102",48.082
"9103",55.067
"9104",48.302
"9105",48.222
"9106",42.11
"9107",51.019
"9108",51.37
"9109",51.845
"9110",51.522
"9111",55.18
"9112",43.361
"9113",51.598
"9114",55.526
"9115",49.013
"9116",55.326
"9117",41.466
"9118",54.679
"9119",53.663
"9120",48.452
"9121",48.242
"9122",49.116
"9123",43.672
"9124",54.487
"9125",49.68
"9126",52.84
"9127",48.527
"9128",43.083
"9129",53.811
"9130",51.824
"9131",48.375
"9132",50.096
"9133",47.921
"9134",50.133
"9135",44.145
"9136",51.134
"9137",43.054
"9138",52.809
"9139",49.05
"9140",52.206
"9141",49.985
"9142",51.471
"9143",44.223
"9144",45.101
"9145",47.843
"9146",45.18
"9147",47.123
"9148",48.469
"9149",44.173
"9150",47.295
"9151",53.101
"9152",44.402
"9153",44.086
"9154",41.765
"9155",56.11
"9156",41.546
"9157",48.449
"9158",47.662
"9159",45.249
"9160",51.593
"9161",44.009
"9162",53.159
"9163",42.772
"9164",46.642
"9165",44.356
"9166",48.256
"9167",43.996
"9168",42.336
"9169",41.757
"9170",43.405
"9171",45.202
"9172",44.655
"9173",49.1
"9174",52.583
"9175",53.875
"9176",55.373
"9177",54.373
"9178",47.489
"9179",47.704
"9180",51.543
"9181",56.164
"9182",46.94
"9183",49.306
"9184",54.123
"9185",41.792
"9186",44.97
"9187",49.846
"9188",51.355
"9189",41.56
"9190",49.741
"9191",41.482
"9192",43.355
"9193",52.675
"9194",46.562
"9195",41.361
"9196",51.628
"9197",42.671
"9198",41.79
"9199",52.998
"9200",50.143
"9201",51.14
"9202",53.458
"9203",45.853
"9204",49.326
"9205",48.499
"9206",45.671
"9207",47.399
"9208",53.615
"9209",45.615
"9210",55.692
"9211",49.143
"9212",48.151
"9213",43.413
"9214",42.198
"9215",44.658
"9216",46.922
"9217",46.587
"9218",51.566
"9219",46.226
"9220",48.868
"9221",49.559
"9222",46.296
"9223",46.247
"9224",47.81
"9225",47.62
"9226",44.265
"9227",45.706
"9228",45.537
"9229",42.329
"9230",54.017
"9231",55.102
"9232",46.567
"9233",56.013
"9234",52.266
"9235",55.992
"9236",42.245
"9237",44.86
"9238",43.095
"9239",48.627
"9240",52.132
"9241",47.838
"9242",43.346
"9243",55.208
"9244",51.269
"9245",41.59
"9246",46.138
"9247",53.311
"9248",49.221
"9249",45.6
"9250",46.273
"9251",55.31
"9252",42.355
"9253",48.732
"9254",52.628
"9255",42.133
"9256",55.069
"9257",47.244
"9258",44.309
"9259",46.845
"9260",46.767
"9261",45.884
"9262",43.852
"9263",49.033
"9264",52.291
"9265",42.107
"9266",55.25
"9267",52.413
"9268",51.825
"9269",46.244
"9270",55.491
"9271",51.364
"9272",53.34
"9273",53.165
"9274",48.167
"9275",50.193
"9276",45.638
"9277",46.045
"9278",51.173
"9279",41.54
"9280",47.419
"9281",47.925
"9282",48.67
"9283",54.432
"9284",53.772
"9285",46.765
"9286",43.438
"9287",43.992
"9288",44.537
"9289",46.833
"9290",51.455
"9291",46.542
"9292",45.65
"9293",44.506
"9294",55.74
"9295",54.461
"9296",55.749
"9297",43.195
"9298",42.269
"9299",42.429
"9300",46.584
"9301",45.412
"9302",49.89
"9303",49.754
"9304",51.873
"9305",42.264
"9306",47.6
"9307",55.337
"9308",43.546
"9309",42.162
"9310",55.478
"9311",46.936
"9312",50.471
"9313",48.407
"9314",50.989
"9315",44.429
"9316",52.477
"9317",42.957
"9318",53.784
"9319",55.615
"9320",54.809
"9321",45.211
"9322",48.727
"9323",42.839
"9324",55.356
"9325",49.909
"9326",51.904
"9327",55.887
"9328",41.887
"9329",47.428
"9330",48.942
"9331",50.676
"9332",53.741
"9333",43.814
"9334",45.803
"9335",43.17
"9336",52.652
"9337",43.227
"9338",49.918
"9339",51.536
"9340",53.504
"9341",47.274
"9342",52.797
"9343",46.558
"9344",44.844
"9345",49.933
"9346",46.878
"9347",42.963
"9348",49.676
"9349",48.695
"9350",44.535
"9351",55.528
"9352",47.178
"9353",49.45
"9354",50.619
"9355",48.036
"9356",45.709
"9357",55.99
"9358",44.05
"9359",48.567
"9360",56.151
"9361",44.376
"9362",55.353
"9363",44.322
"9364",55.089
"9365",47.606
"9366",44.443
"9367",43.178
"9368",55.251
"9369",55.65
"9370",52.398
"9371",47.111
"9372",47.198
"9373",55.833
"9374",55.832
"9375",47.081
"9376",55.751
"9377",52.3
"9378",49.854
"9379",50.68
"9380",44.573
"9381",48.77
"9382",52.151
"9383",45.627
"9384",51.187
"9385",50.936
"9386",53.259
"9387",46.144
"9388",43.296
"9389",44.357
"9390",47.109
"9391",44.33
"9392",42.905
"9393",43.235
"9394",50.657
"9395",48.018
"9396",41.65
"9397",47.179
"9398",53.183
"9399",51.339
"9400",50.355
"9401",48.606
"9402",55.44
"9403",54.763
"9404",46.606
"9405",46.039
"9406",49.924
"9407",44.211
"9408",42.657
"9409",55.743
"9410",55.781
"9411",51.38
"9412",42.795
"9413",45.026
"9414",50.433
"9415",56.021
"9416",47.79
"9417",47.268
"9418",47.626
"9419",45.239
"9420",46.001
"9421",48.89
"9422",50.351
"9423",44.076
"9424",54.118
"9425",46.954
"9426",45.162
"9427",50.518
"9428",43.914
"9429",55.053
"9430",47.71
"9431",50.868
"9432",48.297
"9433",42.913
"9434",45.815
"9435",48.492
"9436",55.189
"9437",42.799
"9438",42.827
"9439",48.091
"9440",43.871
"9441",55.987
"9442",55.865
"9443",54.864
"9444",50.121
"9445",46.143
"9446",43.486
"9447",51.473
"9448",43.802
"9449",49.444
"9450",49.608
"9451",46.075
"9452",44.95
"9453",42.213
"9454",51.463
"9455",43.421
"9456",49.039
"9457",50.62
"9458",50.423
"9459",47.359
"9460",42.008
"9461",51.706
"9462",49.223
"9463",41.526
"9464",54.451
"9465",46.263
"9466",44.389
"9467",48.643
"9468",47.433
"9469",50.642
"9470",44.584
"9471",41.334
"9472",45.369
"9473",47.154
"9474",51.955
"9475",45.048
"9476",47.702
"9477",41.925
"9478",41.941
"9479",47.504
"9480",46.808
"9481",47.835
"9482",54.046
"9483",55.019
"9484",53.515
"9485",51.63
"9486",44.621
"9487",41.62
"9488",53.21
"9489",44.884
"9490",54.774
"9491",43.122
"9492",56.046
"9493",49.913
"9494",45.739
"9495",43.024
"9496",43.231
"9497",48.547
"9498",43.294
"9499",41.609
"9500",42.004
"9501",95.396
"9502",125.245
"9503",70.243
"9504",79.49
"9505",87.499
"9506",123.943
"9507",91.298
"9508",111.046
"9509",110.913
"9510",119.703
"9511",126.648
"9512",56.304
"9513",75.514
"9514",87.926
"9515",107.566
"9516",125.12
"9517",91.163
"9518",86.066
"9519",128.821
"9520",84.144
"9521",111.185
"9522",69.932
"9523",123.652
"9524",130.283
"9525",116.667
"9526",64.385
"9527",122.027
"9528",97.701
"9529",61.917
"9530",128.574
"9531",65.065
"9532",74.647
"9533",112.502
"9534",98.671
"9535",88.656
"9536",112.76
"9537",88.363
"9538",83.828
"9539",90.874
"9540",111.134
"9541",79.819
"9542",71.457
"9543",75.518
"9544",110.719
"9545",116.452
"9546",112.916
"9547",58.339
"9548",120.526
"9549",78.052
"9550",79.128
"9551",91.946
"9552",113.062
"9553",73.779
"9554",75.054
"9555",103.411
"9556",127.163
"9557",102.512
"9558",117.101
"9559",87.807
"9560",96.685
"9561",92.849
"9562",82.217
"9563",112.509
"9564",80.577
"9565",87.206
"9566",59.624
"9567",75.13
"9568",109.056
"9569",102.026
"9570",90.88
"9571",91.753
"9572",69.827
"9573",60.879
"9574",125.602
"9575",87.718
"9576",81.112
"9577",68.297
"9578",62.343
"9579",123.837
"9580",125.924
"9581",121.057
"9582",118.528
"9583",113.055
"9584",104.42
"9585",91.036
"9586",115.774
"9587",88.504
"9588",63.235
"9589",129.613
"9590",93.121
"9591",120.893
"9592",123.159
"9593",64.012
"9594",92.076
"9595",68.495
"9596",109.308
"9597",64.933
"9598",59.365
"9599",122.653
"9600",83.879
"9601",114.445
"9602",126.644
"9603",70.173
"9604",95.136
"9605",77.344
"9606",109.14
"9607",120.163
"9608",85.297
"9609",82.539
"9610",113.399
"9611",59.35
"9612",94.68
"9613",99.143
"9614",105.009
"9615",85.58
"9616",60.531
"9617",105.672
"9618",69.212
"9619",86.177
"9620",122.245
"9621",69.345
"9622",60.411
"9623",80.43
"9624",116.235
"9625",105.909
"9626",94.233
"9627",88.686
"9628",131.626
"9629",62.856
"9630",84.555
"9631",58.699
"9632",91.204
"9633",58.081
"9634",126.397
"9635",120.884
"9636",119.569
"9637",67.743
"9638",89.256
"9639",70.61
"9640",80.721
"9641",67.863
"9642",126.891
"9643",80.317
"9644",97.331
"9645",74.667
"9646",61.459
"9647",93.87
"9648",129.027
"9649",121.86
"9650",57.945
"9651",105.583
"9652",121.676
"9653",111.727
"9654",130.472
"9655",97.716
"9656",96.491
"9657",110.474
"9658",130.44
"9659",112.156
"9660",96.204
"9661",109.416
"9662",61.475
"9663",77.942
"9664",122.499
"9665",119.173
"9666",61.097
"9667",113.034
"9668",122.978
"9669",69.651
"9670",110.861
"9671",88.913
"9672",102.357
"9673",125.007
"9674",99.282
"9675",112.456
"9676",87.441
"9677",80.568
"9678",87.342
"9679",74.088
"9680",126.242
"9681",119.453
"9682",113.8
"9683",93.301
"9684",84.771
"9685",60.842
"9686",84.646
"9687",131.291
"9688",105.289
"9689",102.983
"9690",110.625
"9691",102.363
"9692",98.085
"9693",116.171
"9694",70.707
"9695",63.076
"9696",108.438
"9697",114.296
"9698",57.652
"9699",123.988
"9700",110.43
"9701",57.088
"9702",131.272
"9703",106.784
"9704",118.919
"9705",112.243
"9706",64.661
"9707",57.758
"9708",72.929
"9709",63.945
"9710",57.863
"9711",111.851
"9712",112.092
"9713",128.751
"9714",104.923
"9715",129.324
"9716",110.188
"9717",76.221
"9718",89.584
"9719",85.551
"9720",75.318
"9721",126.196
"9722",96.466
"9723",119.598
"9724",63.217
"9725",70.597
"9726",70.495
"9727",91.647
"9728",128.128
"9729",126.349
"9730",81.796
"9731",81.254
"9732",88.628
"9733",75.714
"9734",87.607
"9735",114.961
"9736",98.549
"9737",60.226
"9738",86.436
"9739",70.293
"9740",110.052
"9741",108.63
"9742",100.178
"9743",129.667
"9744",68.098
"9745",106.227
"9746",69.659
"9747",72.737
"9748",57.32
"9749",113.603
"9750",82.586
"9751",100.812
"9752",73.162
"9753",81.558
"9754",117.351
"9755",103.138
"9756",57.202
"9757",92.121
"9758",105.487
"9759",119.421
"9760",101.645
"9761",99.007
"9762",111.082
"9763",112.278
"9764",80.276
"9765",95.068
"9766",72.995
"9767",72.625
"9768",81.179
"9769",61.662
"9770",87.506
"9771",81.064
"9772",94.925
"9773",91.37
"9774",101.842
"9775",84.668
"9776",113.911
"9777",114.488
"9778",108.631
"9779",106.187
"9780",102.348
"9781",56.771
"9782",62.717
"9783",124.944
"9784",61.086
"9785",93.738
"9786",65.049
"9787",75.384
"9788",112.757
"9789",127.572
"9790",110.41
"9791",129.302
"9792",123.811
"9793",96.653
"9794",90.518
"9795",112.253
"9796",101.969
"9797",61.543
"9798",59.613
"9799",74.294
"9800",110.444
"9801",131.292
"9802",121.932
"9803",125.747
"9804",89.058
"9805",83.707
"9806",59.32
"9807",100.859
"9808",62.528
"9809",92.403
"9810",102.895
"9811",98.899
"9812",89.045
"9813",79.914
"9814",84.031
"9815",85.422
"9816",109.185
"9817",125.92
"9818",73.322
"9819",74.122
"9820",57.4
"9821",115.527
"9822",119.527
"9823",113.489
"9824",112.184
"9825",96.16
"9826",108.505
"9827",88.648
"9828",105.757
"9829",60.995
"9830",114.203
"9831",81.01
"9832",92.896
"9833",102.003
"9834",109.833
"9835",56.488
"9836",113.28
"9837",118.319
"9838",122.276
"9839",92.805
"9840",70.074
"9841",118.532
"9842",92.236
"9843",76.474
"9844",101.885
"9845",85.709
"9846",81.491
"9847",128.699
"9848",78.213
"9849",64.849
"9850",77.345
"9851",111.737
"9852",93.638
"9853",131.423
"9854",129.825
"9855",74.714
"9856",59.532
"9857",116.826
"9858",123.819
"9859",93.698
"9860",82.834
"9861",66.918
"9862",102.045
"9863",70.931
"9864",94.308
"9865",85.699
"9866",108.525
"9867",93.373
"9868",77.436
"9869",57.177
"9870",122.898
"9871",131.162
"9872",129.492
"9873",112.966
"9874",61.652
"9875",59.761
"9876",83.014
"9877",60.711
"9878",108.637
"9879",124.329
"9880",85.582
"9881",119.494
"9882",118.1
"9883",112.668
"9884",70.993
"9885",67.694
"9886",85.734
"9887",98.631
"9888",82.447
"9889",90.06
"9890",90.19
"9891",97.241
"9892",127.365
"9893",67.376
"9894",96.016
"9895",78.088
"9896",125.364
"9897",106.055
"9898",61.228
"9899",92.11
"9900",64.01
"9901",155.47
"9902",149.355
"9903",132.671
"9904",137.472
"9905",142.934
"9906",165.011
"9907",168.904
"9908",187.162
"9909",184.65
"9910",195.865
"9911",143.507
"9912",142.258
"9913",172.87
"9914",173.738
"9915",149.3
"9916",187.921
"9917",137.206
"9918",152.141
"9919",146.155
"9920",194.33
"9921",177.899
"9922",181.632
"9923",135.404
"9924",149.288
"9925",134.214
"9926",134.248
"9927",168.614
"9928",132.82
"9929",162.519
"9930",138.127
"9931",141.562
"9932",162.22
"9933",192.41
"9934",144.849
"9935",179.976
"9936",186.847
"9937",193.143
"9938",191.416
"9939",134.148
"9940",149.923
"9941",180.066
"9942",155.411
"9943",134.094
"9944",185.381
"9945",138.717
"9946",174.329
"9947",149.878
"9948",176.594
"9949",154.118
"9950",132.739
"9951",192.422
"9952",157.818
"9953",193.803
"9954",141.8
"9955",155.677
"9956",180.745
"9957",161.045
"9958",186.803
"9959",183.105
"9960",150.927
"9961",189.734
"9962",140.183
"9963",176.946
"9964",141.857
"9965",145.692
"9966",168.325
"9967",178.894
"9968",137.719
"9969",173.967
"9970",188.941
"9971",150.436
"9972",134.811
"9973",164.677
"9974",158.67
"9975",152.731
"9976",159.664
"9977",173.255
"9978",170.208
"9979",195.216
"9980",195.008
"9981",144.4
"9982",148.427
"9983",143.852
"9984",149.281
"9985",164.891
"9986",178.241
"9987",152.294
"9988",182.071
"9989",165.218
"9990",150.352
"9991",144.675
"9992",171.082
"9993",152.037
"9994",137.286
"9995",173.474
"9996",165.315
"9997",140.885
"9998",164.623
"9999",140.749
"10000",197.611
